SR Number,Status,Sub Status
1-731439441,Queued,Awaiting Assignment
1-731439441,Accepted,In Progress
1-731439441,Accepted,Assigned
1-731439441,Accepted,In Progress
1-731439441,Accepted,Wait - User
1-731439441,Accepted,In Progress
1-731439441,Accepted,Wait - User
1-731439441,Accepted,In Progress
1-731439441,Queued,Awaiting Assignment
1-731439441,Accepted,In Progress
1-731439441,Accepted,Assigned
1-731439441,Accepted,In Progress
1-731439441,Accepted,Assigned
1-731439441,Accepted,In Progress
1-731439441,Accepted,Wait
1-731439441,Accepted,Wait - User
1-731439441,Accepted,In Progress
1-731439441,Completed,Resolved
1-731439441,Completed,Closed
1-731439460,Accepted,In Progress
1-731439460,Accepted,In Progress
1-731439460,Accepted,Wait - User
1-731439460,Accepted,In Progress
1-731439460,Completed,In Call
1-731764032,Accepted,In Progress
1-731764032,Accepted,In Progress
1-731764032,Queued,Awaiting Assignment
1-731764032,Accepted,In Progress
1-731764032,Queued,Awaiting Assignment
1-731764032,Accepted,In Progress
1-731764032,Queued,Awaiting Assignment
1-731764032,Accepted,In Progress
1-731764032,Completed,Resolved
1-731764032,Completed,Closed
1-731764304,Accepted,In Progress
1-731764304,Accepted,In Progress
1-731764304,Accepted,Wait
1-731764304,Accepted,Wait - User
1-731764304,Accepted,In Progress
1-731764304,Accepted,Wait
1-731764304,Accepted,In Progress
1-731764304,Completed,Resolved
1-731764304,Completed,Closed
1-731766006,Accepted,In Progress
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Assigned
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Wait
1-731766006,Accepted,Wait
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Wait
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Assigned
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Wait - Implementation
1-731766006,Accepted,In Progress
1-731766006,Accepted,Wait - Implementation
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,In Progress
1-731766006,Queued,Awaiting Assignment
1-731766006,Accepted,In Progress
1-731766006,Accepted,Wait - Implementation
1-731766006,Completed,Resolved
1-731766006,Completed,Closed
1-731779343,Accepted,In Progress
1-731779343,Accepted,In Progress
1-731779343,Accepted,Wait - User
1-731779343,Accepted,In Progress
1-731779343,Completed,In Call
1-731779791,Accepted,In Progress
1-731779791,Accepted,In Progress
1-731779791,Queued,Awaiting Assignment
1-731779791,Accepted,In Progress
1-731779791,Accepted,Wait - Implementation
1-731779791,Accepted,Wait - User
1-731779791,Completed,Resolved
1-731779791,Completed,Closed
1-731780971,Accepted,In Progress
1-731780971,Accepted,In Progress
1-731780971,Queued,Awaiting Assignment
1-731780971,Accepted,In Progress
1-731780971,Accepted,In Progress
1-731780971,Accepted,Wait
1-731780971,Completed,Resolved
1-731780971,Completed,Closed
1-731792134,Accepted,In Progress
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Queued,Awaiting Assignment
1-731792134,Accepted,In Progress
1-731792134,Accepted,Wait - User
1-731792134,Accepted,Wait - User
1-731792134,Accepted,Wait - User
1-731792134,Completed,Resolved
1-731792134,Completed,Closed
1-731802464,Accepted,In Progress
1-731802464,Accepted,In Progress
1-731802464,Queued,Awaiting Assignment
1-731802464,Accepted,In Progress
1-731802464,Completed,Resolved
1-731802464,Completed,Closed
1-731802560,Accepted,In Progress
1-731802560,Accepted,In Progress
1-731802560,Queued,Awaiting Assignment
1-731802560,Accepted,In Progress
1-731802560,Accepted,Wait - User
1-731802560,Accepted,In Progress
1-731802560,Accepted,Wait - User
1-731802560,Accepted,In Progress
1-731802560,Queued,Awaiting Assignment
1-731802560,Accepted,In Progress
1-731802560,Queued,Awaiting Assignment
1-731802560,Accepted,In Progress
1-731802560,Completed,Resolved
1-731802560,Completed,Closed
1-731809381,Accepted,In Progress
1-731809381,Accepted,In Progress
1-731809381,Queued,Awaiting Assignment
1-731809381,Accepted,In Progress
1-731809381,Accepted,Wait - User
1-731809381,Accepted,Wait - User
1-731809381,Completed,Resolved
1-731809381,Completed,Closed
1-731814081,Accepted,In Progress
1-731814081,Accepted,In Progress
1-731814081,Accepted,In Progress
1-731814081,Queued,Awaiting Assignment
1-731814081,Accepted,In Progress
1-731814081,Accepted,Wait
1-731814081,Queued,Awaiting Assignment
1-731814081,Accepted,In Progress
1-731814081,Accepted,In Progress
1-731814081,Accepted,Wait
1-731814081,Accepted,Assigned
1-731814081,Accepted,In Progress
1-731814081,Completed,Resolved
1-731814081,Completed,Closed
1-731814945,Accepted,In Progress
1-731814945,Accepted,In Progress
1-731814945,Queued,Awaiting Assignment
1-731814945,Accepted,In Progress
1-731814945,Queued,Awaiting Assignment
1-731814945,Accepted,In Progress
1-731814945,Queued,Awaiting Assignment
1-731814945,Accepted,In Progress
1-731814945,Accepted,Assigned
1-731814945,Accepted,In Progress
1-731814945,Queued,Awaiting Assignment
1-731814945,Accepted,In Progress
1-731814945,Accepted,Wait - User
1-731814945,Accepted,In Progress
1-731814945,Completed,Resolved
1-731814945,Completed,Closed
1-731815411,Accepted,In Progress
1-731815411,Accepted,In Progress
1-731815411,Queued,Awaiting Assignment
1-731815411,Accepted,In Progress
1-731815411,Queued,Awaiting Assignment
1-731815411,Accepted,In Progress
1-731815411,Accepted,Assigned
1-731815411,Accepted,In Progress
1-731815411,Accepted,Assigned
1-731815411,Accepted,In Progress
1-731815411,Accepted,Assigned
1-731815411,Accepted,In Progress
1-731815411,Accepted,Wait
1-731815411,Accepted,In Progress
1-731815411,Accepted,In Progress
1-731815411,Queued,Awaiting Assignment
1-731815411,Accepted,In Progress
1-731815411,Accepted,Assigned
1-731815411,Accepted,In Progress
1-731815411,Accepted,Wait - User
1-731815411,Accepted,In Progress
1-731815411,Accepted,Wait - User
1-731815411,Accepted,In Progress
1-731815411,Completed,Resolved
1-731815411,Completed,Closed
1-731816225,Accepted,In Progress
1-731816225,Accepted,In Progress
1-731816225,Accepted,Wait
1-731816225,Accepted,Wait - User
1-731816225,Accepted,Wait - User
1-731816225,Completed,Resolved
1-731816225,Completed,Closed
1-731818398,Accepted,In Progress
1-731818398,Accepted,In Progress
1-731818398,Queued,Awaiting Assignment
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Queued,Awaiting Assignment
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Accepted,Wait
1-731818398,Queued,Awaiting Assignment
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Queued,Awaiting Assignment
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Accepted,Assigned
1-731818398,Accepted,In Progress
1-731818398,Completed,Resolved
1-731818398,Completed,Closed
1-731818521,Accepted,In Progress
1-731818521,Accepted,In Progress
1-731818521,Queued,Awaiting Assignment
1-731818521,Accepted,In Progress
1-731818521,Accepted,Assigned
1-731818521,Accepted,In Progress
1-731818521,Accepted,Wait - User
1-731818521,Queued,Awaiting Assignment
1-731818521,Accepted,In Progress
1-731818521,Queued,Awaiting Assignment
1-731818521,Accepted,In Progress
1-731818521,Queued,Awaiting Assignment
1-731818521,Accepted,In Progress
1-731818521,Accepted,Assigned
1-731818521,Accepted,In Progress
1-731818521,Accepted,Wait - User
1-731818521,Queued,Awaiting Assignment
1-731818521,Accepted,In Progress
1-731818521,Completed,Resolved
1-731818521,Completed,Closed
1-731829901,Queued,Awaiting Assignment
1-731829901,Accepted,In Progress
1-731829901,Queued,Awaiting Assignment
1-731829901,Accepted,In Progress
1-731829901,Accepted,In Progress
1-731829901,Queued,Awaiting Assignment
1-731829901,Accepted,In Progress
1-731829901,Queued,Awaiting Assignment
1-731829901,Accepted,In Progress
1-731829901,Completed,Resolved
1-731829901,Completed,Closed
1-731829921,Queued,Awaiting Assignment
1-731829921,Accepted,In Progress
1-731829921,Queued,Awaiting Assignment
1-731829921,Accepted,In Progress
1-731829921,Accepted,In Progress
1-731829921,Queued,Awaiting Assignment
1-731829921,Accepted,In Progress
1-731829921,Queued,Awaiting Assignment
1-731829921,Accepted,In Progress
1-731829921,Completed,Resolved
1-731829921,Completed,Closed
1-731829961,Queued,Awaiting Assignment
1-731829961,Accepted,In Progress
1-731829961,Accepted,In Progress
1-731829961,Queued,Awaiting Assignment
1-731829961,Accepted,In Progress
1-731829961,Queued,Awaiting Assignment
1-731829961,Accepted,In Progress
1-731829961,Accepted,Wait - User
1-731829961,Accepted,In Progress
1-731829961,Completed,Resolved
1-731829961,Completed,Closed
1-731830011,Queued,Awaiting Assignment
1-731830011,Accepted,In Progress
1-731830011,Accepted,In Progress
1-731830011,Queued,Awaiting Assignment
1-731830011,Accepted,In Progress
1-731830011,Queued,Awaiting Assignment
1-731830011,Accepted,In Progress
1-731830011,Accepted,Wait - User
1-731830011,Accepted,In Progress
1-731830011,Completed,Resolved
1-731830011,Completed,Closed
1-731830081,Queued,Awaiting Assignment
1-731830081,Accepted,In Progress
1-731830081,Accepted,In Progress
1-731830081,Queued,Awaiting Assignment
1-731830081,Accepted,In Progress
1-731830081,Queued,Awaiting Assignment
1-731830081,Accepted,In Progress
1-731830081,Queued,Awaiting Assignment
1-731830081,Accepted,In Progress
1-731830081,Accepted,Assigned
1-731830081,Accepted,In Progress
1-731830081,Accepted,Wait - User
1-731830081,Accepted,In Progress
1-731830081,Completed,Resolved
1-731830081,Completed,Closed
1-731830101,Queued,Awaiting Assignment
1-731830101,Accepted,In Progress
1-731830101,Accepted,In Progress
1-731830101,Queued,Awaiting Assignment
1-731830101,Accepted,In Progress
1-731830101,Queued,Awaiting Assignment
1-731830101,Accepted,In Progress
1-731830101,Completed,Resolved
1-731830101,Completed,Closed
1-731830131,Queued,Awaiting Assignment
1-731830131,Accepted,In Progress
1-731830131,Accepted,In Progress
1-731830131,Queued,Awaiting Assignment
1-731830131,Accepted,In Progress
1-731830131,Queued,Awaiting Assignment
1-731830131,Accepted,In Progress
1-731830131,Queued,Awaiting Assignment
1-731830131,Accepted,In Progress
1-731830131,Accepted,Wait - User
1-731830131,Accepted,In Progress
1-731830131,Completed,Resolved
1-731830131,Completed,Closed
1-731830141,Queued,Awaiting Assignment
1-731830141,Accepted,In Progress
1-731830141,Accepted,In Progress
1-731830141,Queued,Awaiting Assignment
1-731830141,Accepted,In Progress
1-731830141,Queued,Awaiting Assignment
1-731830141,Accepted,In Progress
1-731830141,Completed,Resolved
1-731830141,Completed,Closed
1-731830151,Queued,Awaiting Assignment
1-731830151,Accepted,In Progress
1-731830151,Queued,Awaiting Assignment
1-731830151,Accepted,In Progress
1-731830151,Accepted,Wait - User
1-731830151,Queued,Awaiting Assignment
1-731830151,Accepted,In Progress
1-731830151,Queued,Awaiting Assignment
1-731830151,Accepted,In Progress
1-731830151,Accepted,Assigned
1-731830151,Accepted,In Progress
1-731830151,Accepted,Wait - User
1-731830151,Completed,Resolved
1-731830151,Completed,Closed
1-731830191,Queued,Awaiting Assignment
1-731830191,Accepted,In Progress
1-731830191,Accepted,In Progress
1-731830191,Queued,Awaiting Assignment
1-731830191,Accepted,In Progress
1-731830191,Queued,Awaiting Assignment
1-731830191,Accepted,In Progress
1-731830191,Queued,Awaiting Assignment
1-731830191,Accepted,In Progress
1-731830191,Accepted,Wait - User
1-731830191,Accepted,In Progress
1-731830191,Completed,Resolved
1-731830191,Completed,Closed
1-731830321,Queued,Awaiting Assignment
1-731830321,Accepted,In Progress
1-731830321,Queued,Awaiting Assignment
1-731830321,Accepted,In Progress
1-731830321,Accepted,In Progress
1-731830321,Queued,Awaiting Assignment
1-731830321,Accepted,In Progress
1-731830321,Accepted,Wait - User
1-731830321,Accepted,In Progress
1-731830321,Completed,Resolved
1-731830321,Queued,Awaiting Assignment
1-731830321,Accepted,In Progress
1-731830321,Accepted,Assigned
1-731830321,Accepted,In Progress
1-731830321,Accepted,Wait - User
1-731830321,Completed,Resolved
1-731830321,Completed,Closed
1-731830361,Queued,Awaiting Assignment
1-731830361,Accepted,In Progress
1-731830361,Accepted,In Progress
1-731830361,Accepted,Assigned
1-731830361,Accepted,In Progress
1-731830361,Accepted,Wait - User
1-731830361,Accepted,In Progress
1-731830361,Accepted,Wait
1-731830361,Accepted,Wait
1-731830361,Accepted,In Progress
1-731830361,Queued,Awaiting Assignment
1-731830361,Accepted,In Progress
1-731830361,Queued,Awaiting Assignment
1-731830361,Accepted,In Progress
1-731830361,Accepted,Assigned
1-731830361,Accepted,In Progress
1-731830361,Accepted,Wait - User
1-731830361,Accepted,In Progress
1-731830361,Accepted,Wait - User
1-731830361,Accepted,In Progress
1-731830361,Completed,Resolved
1-731830361,Queued,Awaiting Assignment
1-731830361,Accepted,In Progress
1-731830361,Accepted,Assigned
1-731830361,Accepted,In Progress
1-731830361,Completed,Resolved
1-731830361,Completed,Closed
1-731830451,Queued,Awaiting Assignment
1-731830451,Accepted,In Progress
1-731830451,Accepted,In Progress
1-731830451,Queued,Awaiting Assignment
1-731830451,Accepted,In Progress
1-731830451,Queued,Awaiting Assignment
1-731830451,Accepted,In Progress
1-731830451,Queued,Awaiting Assignment
1-731830451,Accepted,In Progress
1-731830451,Queued,Awaiting Assignment
1-731830451,Accepted,In Progress
1-731830451,Accepted,Assigned
1-731830451,Accepted,In Progress
1-731830451,Completed,Resolved
1-731830451,Completed,Closed
1-731830821,Queued,Awaiting Assignment
1-731830821,Accepted,In Progress
1-731830821,Accepted,In Progress
1-731830821,Queued,Awaiting Assignment
1-731830821,Accepted,In Progress
1-731830821,Queued,Awaiting Assignment
1-731830821,Accepted,In Progress
1-731830821,Queued,Awaiting Assignment
1-731830821,Accepted,In Progress
1-731830821,Accepted,Wait - User
1-731830821,Accepted,In Progress
1-731830821,Completed,Resolved
1-731830821,Completed,Closed
1-731830871,Queued,Awaiting Assignment
1-731830871,Accepted,In Progress
1-731830871,Accepted,In Progress
1-731830871,Queued,Awaiting Assignment
1-731830871,Accepted,In Progress
1-731830871,Queued,Awaiting Assignment
